Facility PK,FacilityName,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zipcode,Latitude,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
53534872,UNIVERSITY MEDICAL AND DENTAL CENTER,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"1715 University Avenue,NA",,Bronx,10453,40.84948812,-73.9168643,7182940700,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,9:00 AM - 3:00 PM,,TRUE,TRUE,TRUE,,,205,14,21501,2009024,2028780217,BX36
53534707,La Pulperia HK,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,371 West 46 Street,,Manhattan,10036,40.76057148,-73.98976275,212-281-6088,You can find free safer sex products inside a fishbowl located in the front of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,,,4:00 PM - 11:00 PM,TRUE,TRUE,TRUE,,,104,3,12700,1025078,1010370102,MN15
53534834,Subway Inn,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,1140 2 Avenue,,Manhattan,10065,40.76131829,-73.96380462,,You can find free safer sex products inside a dispenser located near the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,108,5,11000,1081227,1014350001,MN31
53534578,Columbia University,Free Safer Sex Products,Condoms and Lubricant,,Education,College/University,"390 FT WASHINGTON AVENUE,Office",,Manhattan,10033,40.84824235,-73.93934461,646-697-2274,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:30 AM - 4:30 PM,9:00 AM - 4:30 PM,9:00 AM - 4:30 PM,9:00 AM - 4:30 PM,9:00 AM - 5:30 PM,,,TRUE,TRUE,TRUE,,,112,10,26500,1064256,1021760005,MN36
53534537,Boriken Neighborhood Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"2265 3 Avenue,Basement",,Manhattan,10035,40.80248058,-73.93668828,(212) 289-6650,You can find free safer sex products inside a dispenser/ fishbowls located all around the center of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 4:00 PM,,TRUE,TRUE,FALSE,,<a href=www.boriken.org>Visit this organization's website</a>,111,8,19400,1054630,1017880001,MN34
53534674,Hispanic AIDS Forum - Manhattan,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"1767 Park Avenue,5th Floor",,Manhattan,10035,40.80338276,-73.94023088,212-677-7999,You can find free safer sex products inside a fishbowl located in the reception area of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,12:00 PM - 7:30 PM,12:00 PM - 7:30 PM,12:00 PM - 7:30 PM,12:00 PM - 7:30 PM,9:30 AM - 4:00 PM,,,TRUE,FALSE,TRUE,,,111,9,19600,1087850,1017710003,MN34
53534601,Dave's Tavern,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,574 9 Avenue,,Manhattan,10036,40.75820298,-73.99278076,,You can find free safer sex products inside a dispenser / fishbowl located fishbowl in the front of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,TRUE,TRUE,TRUE,,,104,3,11500,1024930,1010320063,MN15
53534522,Bedford Hall,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,1177 Bedford Avenue,,Brooklyn,11216,40.6831465,-73.95385985,,You can find free safer sex products inside a fishbowl located on the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,303,36,24500,3329694,3018270002,BK75
53534575,COBROKE  REALTY LLC,Free Safer Sex Products,Condoms and Lubricant,,Business,Other,"705 EAST 214 STREET,n/a",,Bronx,10467,40.87969629,-73.86455715,7187088545,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,10:00 AM - 8:00 PM,,TRUE,TRUE,TRUE,,,212,12,38000,2057854,2046620030,BX44
53534775,NYC Health + Hospitals - Metropolitan Medical Center Primary Care Clinic,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,1901 1 Avenue,,Manhattan,10029,40.78455008,-73.94377946,212-854-3612,You can find free safer sex products inside a dispenser/fishbowl located in the front of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 8:00 PM,8:00 AM - 6:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,<a href=http://www.nychealthandhospitals.org/metropolitan/our-services/lgbtq-health-center/>Visit this organization's website</a>,111,8,15602,1083929,1016690001,MN33
53534499,Alibi Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,2376 Adam Clayton Powell Jr Boulevard,,Manhattan,0,0,0,,You can find free safer sex products inside a fishbowl located in the back of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,,,,,1,
53534616,Downtown Galway Hooker,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,133 7 Avenue South,,Manhattan,10014,40.7345653,-74.00224439,,You can find free safer sex products inside a fishbowl located in the back near the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,TRUE,,,102,3,7300,1010836,1006110033,MN23
53534538,Boriken Neighborhood Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"2265 3 Avenue,Basement",,Manhattan,10035,40.80248058,-73.93668828,(212) 289-6650,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 4:00 PM,,TRUE,TRUE,TRUE,,<a href=www.boriken.org>Visit this organization's website</a>,111,8,19400,1054630,1017880001,MN34
53534802,Pink Pussycat Boutique,Free Safer Sex Products,Condoms and Lubricant,,Business,Sex Store,167 West 4 Street,,Manhattan,10014,40.73209228,-74.00144689,,You can find free safer sex products inside a fishbowl located in the front of the Sex Store. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,,TRUE,TRUE,TRUE,,,102,3,7100,1010226,1005920029,MN23
53534856,The Rosemont,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,63 Montrose Avenue,,Brooklyn,11206,40.70692444,-73.94743398,212-925-8219,You can find free safer sex products inside a fishbowl located on the right side at the end of the bar  of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,301,34,51100,3071073,3030500034,BK90
53534783,NYPresbyterian School Based Health Center at John F Kennedy Campus,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"99 Terrace View Avenue,1st floor",,Bronx,10463,40.87709942,-73.91225527,646-317-4209,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,,,TRUE,TRUE,TRUE,,,208,10,30900,1064532,2022150080,MN01
53534604,Davidson Transitional Housing,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"2350 Davidson Avenue,main floor",,Bronx,10468,40.86021817,-73.90392294,718-329-5968,We are a local shelter where all community members can retrieve free safer sex products. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,,TRUE,TRUE,TRUE,,,207,14,23900,2014266,2031980063,BX40
53534788,Opportunities for a Better Tomorrow Innovation Lab  Att: Darrel Tiebout,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Youth Center,"87 35 Street,2nd Floor",,Brooklyn,11232,40.65649558,-74.00649819,(718) 801-8970,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:30 AM - 4:30 AM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,,,TRUE,TRUE,TRUE,,,307,38,1800,3336900,3006870001,BK32
53534614,Doc Holliday's,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,141 Avenue A,,Manhattan,10009,40.72710925,-73.98277573,212-675-6220,You can find free safer sex products inside a dispenser located in the back on wall by ATM of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,103,2,3200,1077639,1004360029,MN22
53534699,Kike Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,91-19 37 Avenue,,Queens,11372,40.7506564,-73.87568787,212-505-9408,You can find free safer sex products inside a dispenser located near th front door by the coat rack of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 9:00 PM,TRUE,FALSE,FALSE,,,403,25,27500,4036040,4014650037,QN28
53534562,Carlos Pagan Recovery Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,561 Court Street,,Brooklyn,11231,40.67331851,-74.00023793,718-808-1300,You can find free safer sex products inside a dispenser/fishbowl located on the 2nd floor at reception of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,7:00 AM - 11:00 AM,,TRUE,FALSE,TRUE,,,306,38,5300,3008190,3004810001,BK33
53534808,Producer's Club,Free Safer Sex Products,Condoms and Lubricant,,Business,Theater,358 West 44 Street,,Manhattan,10036,40.75919367,-73.99045241,,You can find free safer sex products inside a fishbowl located in the front  of the Theater. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,TRUE,TRUE,,,104,3,12100,1024978,1010340061,MN15
53534550,Brooklyn Community Pride Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,1360 Fulton Street,,Brooklyn,11216,40.68017867,-73.94593007,212-243-2901,You can find free safer sex products inside a fishbowl located near the entrance of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,2:00 PM - 10:00 PM,10:00 AM - 4:00 PM,TRUE,FALSE,TRUE,,,303,36,24700,3329709,3018620001,BK61
53534723,Lucky 13 Saloon,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,646 Sackett Street,,Brooklyn,11217,40.6784034,-73.9835671,212-675-1864,You can find free safer sex products inside a fishbowl located near entrance of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,,TRUE,TRUE,TRUE,,,306,39,11900,3007209,3004340030,BK37
53534740,Milk and Honey (Formerly Island Tattoo),Free Safer Sex Products,Condoms and Lubricant,,Business,Tattoo Parlor,819 Castleton Avenue,,Staten Island,10310,40.63472934,-74.10963322,,You can find free safer sex products inside a fishbowl located in the back of the Tattoo Parlor. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,501,49,10500,5106579,5001510076,SI35
53534549,BronxWorks East Concourse Neighborhood Senior Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"236 East Tremont Avenue,N/A",,Bronx,10457,40.84892961,-73.90456101,7187316300,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,,,TRUE,TRUE,TRUE,,,205,15,23302,2007599,2028040021,BX41
